dice,precision,recall,specificity,epoch,loss
0.8688110726278381,0.8635380855489209,0.8770455141076509,0.9986432803809747,1,0.0
0.8894365540321948,0.8905133282628525,0.8903190492726563,0.9989324700784505,2,0.8688110726278381
0.8912907362057205,0.8771773812821911,0.908664288218723,0.998747348566854,3,0.8791238133300164
0.9106474084436046,0.9299094591113812,0.8932986139094945,0.9993448796372936,4,0.8831794542885844
0.9146535430287257,0.9322899726498995,0.8986402569938875,0.9993651615460284,5,0.8900464428273395
