train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1_score,val_f1_score,train_auc,val_auc
0.0014234397132501624,0.0,0.9995595016862826,1.0,0,0,0,0,0,0,0,0
8.117722973634566e-09,0.0,1.0,1.0,0,0,0,0,0,0,0,0
3.934966146828444e-09,0.0,1.0,1.0,0,0,0,0,0,0,0,0
2.618860601669988e-09,0.0,1.0,1.0,0,0,0,0,0,0,0,0
1.2208704266649465e-09,0.0,1.0,1.0,0,0,0,0,0,0,0,0
